"G.A.B. Canvass Reporting System",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Ward by Ward Report",,,,,,,,,,,,,
,,,,,,,,,,,,,
"2012 PRESIDENTIAL AND GENERAL ELECTION",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"President of the United States",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,"Total Votes Cast","REP","DEM","CON","IND",,"IND","IND","IND","IND","IND",
,,,"MITT ROMNEY
PAUL RYAN","BARACK OBAMA
JOE BIDEN","VIRGIL GOODE
JIM CLYMER","GARY JOHNSON
JAMES P. GRAY",,"GLORIA LA RIVA
FILBERTO RAMIREZ, JR.","JERRY WHITE
PHYLLIS SCHERRER","JILL STEIN
BEN MANSKI","ROSS C. ROCKY ANDERSON
LUIS J. RODRIGUEZ (WRITE-IN)","ROSEANNE BARR
CINDY LEE SHEEHAN (WRITE IN)","SCATTERING"
,"CITY OF WATERTOWN Wards 11 - 12","1,163",659,478,7,11,,0,0,3,0,0,5
,"CITY OF WATERTOWN Wards 13 - 14","1,255",689,548,2,11,,0,0,3,0,0,2
,"CITY OF WATERTOWN Wards 15 -16","1,357",739,606,2,9,,0,0,1,0,0,0
,"CITY OF WATERTOWN Wards 17- 18","1,596",973,604,1,13,,0,0,3,0,0,2
,"CITY OF WHITEWATER WARDS 10, 11",533,228,297,2,2,,0,3,0,0,0,1
,"CITY OF WHITEWATER WARD 12",787,340,433,0,7,,1,0,3,0,0,3
,"County Totals:","44,281","23,517","20,158",93,303,,3,7,106,0,0,94
"JUNEAU ","TOWN OF ARMENIA Ward 1",351,173,171,0,3,,1,0,3,0,0,0
,"TOWN OF CLEARFIELD WARD 1",306,152,148,1,2,,0,1,2,0,0,0
,"TOWN OF CLEARFIELD WARD 2",74,36,38,0,0,,0,0,0,0,0,0
,"TOWN OF CUTLER Ward 1",192,91,95,2,2,,0,0,1,0,0,1
,"TOWN OF FINLEY Ward 1",50,36,13,1,0,,0,0,0,0,0,0
,"TOWN OF FOUNTAIN Wards 1 - 2",300,150,148,0,1,,0,0,0,0,0,1
,"TOWN OF GERMANTOWN WARDS 1 & 3",449,249,199,0,0,,0,1,0,0,0,0
,"TOWN OF GERMANTOWN WARD 2",337,153,180,1,2,,0,0,1,0,0,0
,"TOWN OF KILDARE Ward 1",325,145,177,1,1,,0,0,1,0,0,0
,"TOWN OF KINGSTON Ward 1",22,16,5,0,1,,0,0,0,0,0,0
,"TOWN OF LEMONWEIR Wards 1-4",790,335,448,2,4,,0,0,0,0,0,1
,"TOWN OF LINDINA Wards 1",412,187,222,0,2,,0,0,0,0,0,1
,"TOWN OF LISBON Ward 1-2",446,207,235,0,0,,0,0,3,0,0,1
,"TOWN OF LISBON Ward 3",3,0,1,0,2,,0,0,0,0,0,0
,"TOWN OF LYNDON Wards 1 - 3",634,246,380,0,3,,0,0,2,0,0,3
,"TOWN OF MARION Ward 1",253,135,114,0,4,,0,0,0,0,0,0
,"TOWN OF NECEDAH Wards 1-4","1,112",634,455,1,14,,1,0,2,0,0,5
,"TOWN OF ORANGE Ward 1",274,141,132,1,0,,0,0,0,0,0,0
,"TOWN OF PLYMOUTH Ward 1",337,166,167,1,1,,0,0,2,0,0,0
,"TOWN OF SEVEN MILE CREEK Wards 1 - 2",170,75,94,0,1,,0,0,0,0,0,0
,"TOWN OF SUMMIT Wards 1",330,173,157,0,0,,0,0,0,0,0,0
,"TOWN OF WONEWOC Wards 1-2",335,171,157,1,6,,0,0,0,0,0,0
,"VILLAGE OF CAMP DOUGLAS Ward 1",257,120,133,1,3,,0,0,0,0,0,0
,"VILLAGE OF HUSTLER Ward 1",92,32,58,0,1,,0,1,0,0,0,0
,"VILLAGE OF LYNDON STATION Ward 1",210,61,146,1,1,,0,0,1,0,0,0
,"VILLAGE OF NECEDAH Ward 1",419,183,226,1,8,,0,0,0,0,0,1
,"VILLAGE OF UNION CENTER Ward 1",101,42,57,0,2,,0,0,0,0,0,0
,"VILLAGE OF WONEWOC Ward 1",370,132,235,0,1,,0,0,2,0,0,0
,"CITY OF ELROY Wards 1-7",601,220,362,2,6,,0,0,4,0,0,7
,"CITY OF MAUSTON WARDS 1 - 7","1,666",660,978,5,6,,0,0,6,0,0,11
,"CITY OF NEW LISBON WARDS 1-7",609,290,311,0,5,,0,0,3,0,0,0
,"CITY OF WISCONSIN DELLS WARD 7",0,0,0,0,0,,0,0,0,0,0,0
,"County Totals:","11,827","5,411","6,242",22,82,,2,3,33,0,0,32
"KENOSHA ","TOWN OF BRIGHTON Wards 1-4",894,575,313,0,2,,0,0,1,0,0,3
,"TOWN OF PARIS Wards 1 & 2",953,572,369,1,7,,0,0,3,0,0,1
,"TOWN OF RANDALL Wards 1-7","1,728","1,005",708,3,8,,0,0,2,0,0,2
,"TOWN OF SALEM Wards 1, 2, 3, 4, 5 &10","3,285","1,896","1,341",6,23,,3,0,12,0,0,4
,"TOWN OF SALEM Wards 6, 7, 8, & 9","2,625","1,440","1,144",2,24,,0,0,8,0,0,7
,"TOWN OF SOMERS Ward 1-2-3-4","1,603",793,796,1,9,,0,1,2,0,0,1
,"TOWN OF SOMERS Ward 5-6-9-12","1,555",670,863,1,8,,0,0,7,0,0,6
,"TOWN OF SOMERS Ward 7-8",693,254,419,2,15,,0,0,0,0,0,3
,"TOWN OF SOMERS Ward 10-13",987,524,450,1,9,,0,0,2,0,0,1
,"TOWN OF SOMERS Ward 11",352,186,161,0,1,,0,0,1,0,0,3
,"TOWN OF WHEATLAND Wards 1-6","1,811","1,078",708,2,16,,0,0,3,0,0,4
,"VILLAGE OF BRISTOL WARDS 1,2,3,8","1,577",978,581,4,5,,0,0,4,0,0,5
,"VILLAGE OF BRISTOL WARDS 4,5,6,7","1,282",776,493,3,6,,0,0,1,1,0,2
,"VILLAGE OF GENOA CITY Ward 5",2,2,0,0,0,,0,0,0,0,0,0
,"VILLAGE OF PADDOCK LAKE WARDS 1 - 6","1,521",811,684,2,16,,1,0,4,0,0,3
,"VILLAGE OF PLEASANT PRAIRIE Wards 1-3","2,737","1,399","1,306",1,15,,1,0,5,0,0,10
,"VILLAGE OF PLEASANT PRAIRIE Wards 4-5","1,441",734,684,4,11,,0,0,3,0,0,5
,"VILLAGE OF PLEASANT PRAIRIE Wards 6-7","1,807",832,950,5,10,,0,1,3,0,0,6
,"VILLAGE OF PLEASANT PRAIRIE Wards 8-11","2,559","1,451","1,084",2,12,,1,0,5,0,0,4
,"VILLAGE OF PLEASANT PRAIRIE Wards 12-14","2,444","1,203","1,217",3,17,,1,0,3,0,0,0
,"VILLAGE OF SILVER LAKE Wards 1-3","1,200",643,546,4,6,,0,0,1,0,0,0
,"VILLAGE OF TWIN LAKES Wards 1 - 8","2,693","1,433","1,233",1,17,,0,0,5,0,0,4
,"CITY OF KENOSHA WARD 01",643,161,478,0,1,,0,0,1,0,0,2
,"CITY OF KENOSHA WARD 02",547,203,329,4,7,,1,0,1,0,0,2
,"CITY OF KENOSHA WARD 03",570,197,351,1,16,,0,0,4,0,0,1
,"CITY OF KENOSHA WARD 04",807,237,552,2,10,,0,1,2,0,0,3
,"CITY OF KENOSHA WARD 05",495,131,355,1,4,,0,0,2,0,0,2
,"CITY OF KENOSHA WARD 06",450,150,294,0,2,,0,0,2,0,0,2
,"CITY OF KENOSHA WARD 07",511,66,435,0,6,,1,0,3,0,0,0
,"CITY OF KENOSHA WARD 08",927,282,627,1,8,,0,0,8,0,0,1
,"CITY OF KENOSHA WARD 09",575,169,399,1,4,,0,0,2,0,0,0
,"CITY OF KENOSHA WARD 10",489,77,407,1,2,,0,0,2,0,0,0
,"CITY OF KENOSHA WARD 11",438,100,331,0,4,,0,0,3,0,0,0
,"CITY OF KENOSHA WARD 12",590,190,392,2,3,,0,0,2,0,0,1
,"CITY OF KENOSHA WARD 13",755,349,397,0,3,,0,0,0,0,0,6
,"CITY OF KENOSHA WARD 14",637,239,392,1,3,,0,0,2,0,0,0
,"CITY OF KENOSHA WARD 15",873,286,576,1,5,,0,0,2,0,0,3
,"CITY OF KENOSHA WARD 16",430,127,297,0,3,,0,0,1,0,0,2
,"CITY OF KENOSHA WARD 17",181,59,119,0,1,,0,1,1,0,0,0
,"CITY OF KENOSHA WARD 18",714,227,481,0,2,,0,0,3,0,0,1
,"CITY OF KENOSHA WARD 19",292,70,219,1,1,,0,0,0,0,0,1
,"CITY OF KENOSHA WARD 20",604,242,357,0,3,,1,0,1,0,0,0
,"CITY OF KENOSHA WARD 21",187,87,99,0,1,,0,0,0,0,0,0
,"CITY OF KENOSHA WARD 22","1,373",611,748,0,9,,0,1,2,0,0,2
,"CITY OF KENOSHA WARD 23",378,136,236,1,4,,0,0,1,0,0,0
,"CITY OF KENOSHA WARD 24",688,219,457,1,9,,0,0,1,0,0,1
,"CITY OF KENOSHA WARD 25",794,255,530,2,4,,0,0,2,0,0,1
,"CITY OF KENOSHA WARD 26",369,96,273,0,0,,0,0,0,0,0,0
,"CITY OF KENOSHA WARD 27",549,130,415,0,3,,0,0,0,0,0,1
,"CITY OF KENOSHA WARD 28",423,93,325,0,4,,0,0,0,0,0,1
,"CITY OF KENOSHA WARD 29",543,96,440,1,4,,0,0,0,0,0,2
,"CITY OF KENOSHA WARD 30",460,63,395,1,1,,0,0,0,0,0,0
,"CITY OF KENOSHA WARD 31",810,224,560,1,13,,0,0,6,0,0,6
,"CITY OF KENOSHA WARD 32",316,53,257,2,1,,0,1,0,0,0,2
,"CITY OF KENOSHA WARD 33",29,6,22,0,0,,0,0,0,0,0,1
,"CITY OF KENOSHA WARD 34",463,155,304,0,2,,0,0,1,0,0,1
,"CITY OF KENOSHA WARD 35",930,280,633,1,9,,0,0,4,0,0,3
,"CITY OF KENOSHA WARD 36",291,33,257,0,0,,1,0,0,0,0,0
,"CITY OF KENOSHA WARD 37",808,238,557,2,4,,0,0,4,0,0,3
,"CITY OF KENOSHA WARD 38","1,070",428,630,1,9,,1,0,0,0,0,1
,"CITY OF KENOSHA WARD 39",676,262,407,0,3,,0,0,3,0,0,1
,"CITY OF KENOSHA WARD 40",290,70,215,0,3,,0,0,0,0,0,2
,"CITY OF KENOSHA WARD 41",541,169,365,0,5,,0,0,2,0,0,0
,"CITY OF KENOSHA WARD 42",430,113,312,0,2,,0,0,1,0,0,2
,"CITY OF KENOSHA WARD 43",827,292,521,0,9,,1,0,2,0,0,2
,"CITY OF KENOSHA WARD 44",531,244,282,0,3,,0,0,2,0,0,0
,"CITY OF KENOSHA WARD 45",372,135,235,0,1,,0,0,1,0,0,0
,"CITY OF KENOSHA WARD 46",449,84,359,0,4,,1,0,1,0,0,0
,"CITY OF KENOSHA WARD 47",241,73,165,1,1,,0,0,1,0,0,0
,"CITY OF KENOSHA WARD 48",350,70,279,0,0,,0,0,0,0,0,1
,"CITY OF KENOSHA WARD 49",444,86,351,0,6,,0,0,0,0,0,1
,"CITY OF KENOSHA WARD 50",570,145,414,1,7,,0,1,0,0,0,2
,"CITY OF KENOSHA WARD 51",338,106,226,0,3,,1,1,0,0,0,1
,"CITY OF KENOSHA WARD 52",700,194,497,0,4,,1,1,0,0,0,3
,"CITY OF KENOSHA WARD 53",274,114,155,1,3,,0,0,1,0,0,0
,"CITY OF KENOSHA WARD 54",849,335,508,0,4,,1,0,0,0,0,1
,"CITY OF KENOSHA WARD 55",410,158,247,1,1,,0,1,2,0,0,0
,"CITY OF KENOSHA WARD 56",525,198,316,1,6,,0,0,2,0,0,2
,"CITY OF KENOSHA WARD 57",834,366,464,0,3,,0,0,0,0,0,1
,"CITY OF KENOSHA WARD 58",50,23,26,1,0,,0,0,0,0,0,0
,"CITY OF KENOSHA WARD 59","1,027",424,593,0,9,,0,0,1,0,0,0
,"CITY OF KENOSHA WARD 60",822,320,487,2,7,,0,0,4,0,0,2
,"CITY OF KENOSHA WARD 61",419,166,247,1,1,,0,0,1,0,0,3
,"CITY OF KENOSHA WARD 62",848,345,493,1,7,,0,0,2,0,0,0
,"CITY OF KENOSHA WARD 63",553,200,349,0,0,,0,0,2,0,0,2
,"CITY OF KENOSHA WARD 64",745,333,401,0,8,,0,0,0,0,0,3
,"CITY OF KENOSHA WARD 65",33,12,19,0,2,,0,0,0,0,0,0
,"CITY OF KENOSHA WARD 66","1,237",515,708,0,8,,0,0,3,0,0,3
,"CITY OF KENOSHA WARD 67",783,349,428,2,2,,0,0,2,0,0,0
,"CITY OF KENOSHA WARD 68",388,173,206,0,6,,0,0,2,0,0,1
,"CITY OF KENOSHA WARD 69",71,38,33,0,0,,0,0,0,0,0,0
,"CITY OF KENOSHA WARD 70",24,6,16,0,0,,0,0,2,0,0,0
,"CITY OF KENOSHA WARD 71",320,108,209,0,2,,0,0,1,0,0,0
,"CITY OF KENOSHA WARD 72",715,310,392,2,8,,0,1,1,0,0,1
,"CITY OF KENOSHA WARD 73",605,269,327,0,8,,0,0,0,0,0,1
,"CITY OF KENOSHA WARD 74",2,0,2,0,0,,0,0,0,0,0,0
,"CITY OF KENOSHA WARD 75",335,204,129,0,1,,0,0,0,0,0,1
,"CITY OF KENOSHA WARD 76",425,247,168,0,6,,1,0,1,0,0,2
,"CITY OF KENOSHA WARD 77",767,365,395,0,5,,0,0,1,0,0,1
,"CITY OF KENOSHA WARD 78",777,332,437,1,4,,1,0,1,0,0,1
,"CITY OF KENOSHA WARD 79",760,375,379,1,4,,0,0,1,0,0,0
,"CITY OF KENOSHA WARD 80",222,60,159,1,0,,0,0,2,0,0,0
,"CITY OF KENOSHA WARD 81",323,104,209,1,4,,0,0,3,0,0,2
,"CITY OF KENOSHA WARD 82",213,62,148,1,1,,1,0,0,0,0,0
,"CITY OF KENOSHA WARD 83",0,0,0,0,0,,0,0,0,0,0,0
,"CITY OF KENOSHA WARD 84",342,102,237,0,1,,0,0,1,0,0,1
,"CITY OF KENOSHA WARD 85",40,14,26,0,0,,0,0,0,0,0,0
,"CITY OF KENOSHA WARD 86",213,77,134,1,1,,0,0,0,0,0,0
,"CITY OF KENOSHA WARD 87",428,210,215,0,1,,0,0,1,0,0,1
,"CITY OF KENOSHA WARD 88",1,0,1,0,0,,0,0,0,0,0,0
,"County Totals:","80,897","34,977","44,867",97,566,,20,11,188,1,0,170
"KEWAUNEE ","TOWN OF AHNAPEE WARD 1",522,246,270,2,4,,0,0,0,0,0,0
,"TOWN OF CARLTON WARDS 1 -2",601,318,275,2,1,,0,2,2,0,0,1
,"TOWN OF CASCO WARDS 1-3",648,377,267,0,2,,0,0,2,0,0,0
,"TOWN OF FRANKLIN WARD 1",555,284,260,3,5,,0,0,2,0,0,1
,"TOWN OF LINCOLN WARD 1",492,247,240,0,2,,0,0,3,0,0,0
,"TOWN OF LUXEMBURG WARDS  1 - 3",849,556,286,1,3,,0,1,2,0,0,0
,"TOWN OF MONTPELIER WARDS 1-3",791,471,309,4,3,,0,0,4,0,0,0
,"TOWN OF PIERCE WARDS 1-2",474,219,250,1,2,,0,0,1,0,0,1
,"TOWN OF RED RIVER WARDS 1-3",814,462,341,2,1,,1,1,2,0,0,4
,"TOWN OF WEST KEWAUNEE WARDS 1-2",677,399,268,2,5,,0,0,2,0,0,1
,"VILLAGE OF CASCO WARD 1",284,159,121,0,2,,0,0,2,0,0,0
,"VILLAGE OF LUXEMBURG WARDS 1-5","1,302",709,581,3,5,,0,1,1,0,0,2
,"CITY OF ALGOMA WARDS 1 -6","1,542",631,889,4,13,,0,1,2,0,0,2
,"CITY OF KEWAUNEE WARDS 1-5","1,486",669,796,3,8,,1,0,5,0,0,4
,"County Totals:","11,037","5,747","5,153",27,56,,2,6,30,0,0,16
"LA CROSSE ","TOWN OF BANGOR Ward 1",313,170,137,1,4,,0,0,0,0,0,1
,"TOWN OF BARRE Wards 1 & 2",712,386,313,2,3,,0,0,7,0,0,1
,"TOWN OF BURNS Ward 1",559,266,290,1,0,,0,0,0,0,0,2
,"TOWN OF CAMPBELL Wards 1 - 6","2,545",985,"1,525",3,26,,0,0,3,0,0,3
,"TOWN OF FARMINGTON Wards 1 & 2","1,060",441,604,1,10,,0,0,0,0,0,4
,"TOWN OF GREENFIELD Wards 1 & 2","1,183",579,590,1,9,,0,0,3,0,0,1
,"TOWN OF HAMILTON Wards 1 - 5","1,453",785,654,2,8,,0,0,2,0,0,2
,"TOWN OF HOLLAND Wards 1-6","2,251","1,138","1,069",10,26,,1,1,2,0,0,4
,"TOWN OF MEDARY Wards 1 & 2",982,480,486,1,7,,0,0,3,0,0,5
,"TOWN OF ONALASKA WARDS 1-8","3,282","1,651","1,604",3,21,,0,0,0,0,0,3
,"TOWN OF SHELBY Wards 1-4","1,869",846,996,4,17,,0,1,4,0,0,1
,"TOWN OF SHELBY Wards 5-6","1,219",571,645,0,1,,0,0,1,0,0,1
,"TOWN OF WASHINGTON Ward 1",322,135,178,5,0,,0,0,2,0,0,2
,"VILLAGE OF BANGOR Wards 1 & 2",742,317,416,3,3,,1,0,1,0,0,1
,"VILLAGE OF HOLMEN Wards 1-11","4,598","1,934","2,596",12,38,,1,1,8,1,1,6
,"VILLAGE OF ROCKLAND WARD 1",295,143,144,1,4,,0,0,1,0,0,2
,"VILLAGE OF WEST SALEM Wards 1-6","2,469","1,117","1,311",7,24,,0,0,6,0,0,4
,"CITY OF LA CROSSE Ward 1","1,680",647,"1,004",2,14,,0,0,11,0,0,2
,"CITY OF LA CROSSE Ward 2",451,132,310,0,5,,0,0,3,0,0,1
,"CITY OF LA CROSSE Ward 3","1,024",346,670,2,1,,0,0,4,0,0,1
,"CITY OF LA CROSSE Ward 4",475,119,345,2,7,,0,0,1,0,0,1
,"CITY OF LA CROSSE Ward 5",718,174,533,1,5,,0,0,1,0,0,4
,"CITY OF LA CROSSE Ward 6","1,275",388,859,0,14,,1,0,5,2,0,6
,"CITY OF LA CROSSE Ward 7","1,648",483,"1,120",4,27,,0,1,5,0,0,8
,"CITY OF LA CROSSE Ward 8","2,027",766,"1,227",3,23,,0,0,4,1,0,3
,"CITY OF LA CROSSE Ward 9","2,108",665,"1,401",2,16,,1,0,12,1,0,10
,"CITY OF LA CROSSE Ward 10",473,162,298,0,9,,0,0,3,0,0,1
,"CITY OF LA CROSSE Ward 11",433,167,255,0,8,,0,0,1,0,0,2
,"CITY OF LA CROSSE Ward 12",515,204,300,1,8,,0,0,1,0,0,1
,"CITY OF LA CROSSE Ward 13",418,139,268,0,4,,0,0,4,0,0,3
,"CITY OF LA CROSSE Ward 14",810,210,574,4,11,,1,0,6,0,0,4
,"CITY OF LA CROSSE Ward 15",579,171,394,4,6,,0,0,4,0,0,0
,"CITY OF LA CROSSE Ward 16",897,216,658,4,6,,0,0,6,2,2,3
,"CITY OF LA CROSSE Ward 17",356,80,270,0,4,,0,1,0,0,0,1
,"CITY OF LA CROSSE Ward 18",476,133,340,1,1,,0,0,1,0,0,0
,"CITY OF LA CROSSE Ward 19",462,134,315,0,8,,0,0,5,0,0,0
,"CITY OF LA CROSSE Ward 20",793,244,534,2,9,,0,0,4,0,0,0
,"CITY OF LA CROSSE Ward 21","1,986",688,"1,261",5,20,,0,1,8,0,0,3
,"CITY OF LA CROSSE Ward 22","1,234",342,851,6,23,,0,1,7,0,0,4
,"CITY OF LA CROSSE Ward 23",465,137,320,0,6,,0,0,0,0,0,2
,"CITY OF LA CROSSE Ward 24","1,129",388,716,2,15,,0,2,4,0,1,1
,"CITY OF LA CROSSE Ward 25",757,305,434,4,5,,0,1,4,0,0,4
,"CITY OF LA CROSSE Ward 26","1,570",586,960,7,8,,0,0,3,0,0,6
,"CITY OF LA CROSSE Ward 27",769,242,513,0,10,,0,0,1,0,0,3
,"CITY OF LA CROSSE Ward 28",624,212,402,2,4,,0,0,2,0,0,2
,"CITY OF LA CROSSE Ward 29","1,611",629,961,1,12,,1,1,3,1,1,1
,"CITY OF ONALASKA Ward 1-4","3,237","1,597","1,613",1,19,,0,0,5,0,0,2
,"CITY OF ONALASKA Ward 5-8","3,128","1,307","1,781",6,20,,1,1,9,0,0,3
,"CITY OF ONALASKA Ward 9-12","3,480","1,794","1,648",6,18,,1,0,6,0,0,7
,"County Totals:","63,462","25,751","36,693",129,547,,9,12,176,8,5,132
"LAFAYETTE ","TOWN OF ARGYLE WARDS 1-3",246,102,142,0,0,,0,0,2,0,0,0
,"TOWN OF BELMONT WARDS 1 & 2",318,149,165,2,2,,0,0,0,0,0,0
,"TOWN OF BENTON WARDS 1 & 2",250,126,124,0,0,,0,0,0,0,0,0
,"TOWN OF BLANCHARD WARD 1",175,65,102,0,4,,0,0,3,0,0,1
,"TOWN OF DARLINGTON WARDS 1-3",489,244,242,1,2,,0,0,0,0,0,0
,"TOWN OF ELK GROVE WARDS 1 & 2",210,102,101,2,3,,0,0,2,0,0,0
,"TOWN OF FAYETTE WARDS 1 & 2",172,74,95,1,0,,0,2,0,0,0,0
,"TOWN OF GRATIOT WARD 1",285,156,127,0,1,,0,0,0,0,0,1
,"TOWN OF KENDALL Ward 1",183,86,93,0,4,,0,0,0,0,0,0
,"TOWN OF LAMONT WARDS 1 & 2",159,68,89,0,2,,0,0,0,0,0,0
,"TOWN OF MONTICELLO WARD 1",60,37,21,0,1,,0,0,0,0,0,1
,"TOWN OF NEW DIGGINGS WARD 1",251,107,141,1,1,,0,0,1,0,0,0
,"TOWN OF SEYMOUR WARDS 1 & 2",156,77,77,0,1,,0,0,1,0,0,0
,"TOWN OF SHULLSBURG WARD 1",178,71,106,0,1,,0,0,0,0,0,0
,"TOWN OF WAYNE WARD 1",226,136,88,0,0,,0,0,1,0,0,1
,"TOWN OF WHITE OAK SPRINGS WARD 1",59,31,28,0,0,,0,0,0,0,0,0
,"TOWN OF WILLOW SPRINGS WARD 1",378,198,169,0,6,,0,0,3,0,0,2
,"TOWN OF WIOTA WARD 1",452,200,251,0,1,,0,0,0,0,0,0
,"VILLAGE OF ARGYLE WARD 1",408,128,274,1,4,,0,0,1,0,0,0
,"VILLAGE OF BELMONT WARD 1",453,202,249,0,1,,0,0,1,0,0,0
,"VILLAGE OF BENTON WARD 1",464,143,317,3,1,,0,0,0,0,0,0
,"VILLAGE OF BLANCHARDVILLE WARD 1",337,105,230,0,0,,0,0,2,0,0,0
,"VILLAGE OF GRATIOT WARD 1",114,40,73,1,0,,0,0,0,0,0,0
,"VILLAGE OF HAZEL GREEN WARD 3",7,3,4,0,0,,0,0,0,0,0,0
,"VILLAGE OF SOUTH WAYNE WARD 1",193,83,103,2,3,,0,0,1,0,0,1
,"CITY OF CUBA CITY WARD 5",120,41,78,0,1,,0,0,0,0,0,0
,"CITY OF DARLINGTON WARDS 1 - 6","1,041",381,647,3,3,,0,0,5,0,0,2
,"CITY OF SHULLSBURG WARDS 1 - 3",568,159,400,0,4,,2,1,2,0,0,0
,"County Totals:","7,952","3,314","4,536",17,46,,2,3,25,0,0,9
"LANGLADE ","TOWN OF ACKLEY WARD 1",285,162,119,0,3,,0,0,0,0,0,1
,"TOWN OF AINSWORTH WARD 1",290,144,141,0,3,,0,0,0,0,0,2
,"TOWN OF ANTIGO Wards 1 - 2",822,507,313,2,0,,0,0,0,0,0,0
,"TOWN OF ELCHO Wards 1 - 2",795,421,370,1,2,,0,0,1,0,0,0
,"TOWN OF EVERGREEN Ward 1",280,157,122,0,1,,0,0,0,0,0,0
,"TOWN OF LANGLADE Wards 1 - 2",280,151,127,0,0,,0,0,1,0,0,1
,"TOWN OF NEVA Ward 1",533,310,220,0,2,,0,0,1,0,0,0
,"TOWN OF NORWOOD Ward 1",524,331,190,1,2,,0,0,0,0,0,0
,"TOWN OF PARRISH Ward 1",60,27,32,0,1,,0,0,0,0,0,0
,"TOWN OF PECK Ward 1",187,115,68,0,2,,0,0,0,0,0,2
,"TOWN OF POLAR Wards 1 - 2",613,373,231,1,4,,0,0,2,0,0,2
,"TOWN OF PRICE Wards 1 - 2",125,68,54,0,1,,0,0,0,0,0,2
,"TOWN OF ROLLING Wards 1 - 2",800,476,319,2,2,,0,0,1,0,0,0
,"TOWN OF SUMMIT Ward 1",98,55,35,1,5,,0,0,2,0,0,0
,"TOWN OF UPHAM Ward 1",490,308,182,0,0,,0,0,0,0,0,0
,"TOWN OF VILAS Ward 1",134,85,47,0,2,,0,0,0,0,0,0
,"TOWN OF WOLF RIVER Wards 1 - 2",462,262,194,3,0,,0,1,0,0,0,2
,"VILLAGE OF WHITE LAKE Ward 1",174,77,95,1,0,,0,0,0,0,0,1
,"CITY OF ANTIGO Ward 1",360,194,158,1,1,,0,1,3,0,0,2
,"CITY OF ANTIGO Ward 2",393,183,201,1,3,,1,0,2,0,0,2
,"CITY OF ANTIGO Ward 3",362,197,161,1,1,,0,1,0,0,0,1
,"CITY OF ANTIGO Ward 4",370,161,200,1,2,,0,0,3,0,0,3
,"CITY OF ANTIGO Ward 5",339,154,183,0,2,,0,0,0,0,0,0
,"CITY OF ANTIGO Ward 6",392,216,164,5,4,,0,0,2,0,0,1
,"CITY OF ANTIGO Ward 7",518,276,236,1,1,,0,0,2,0,0,2
,"CITY OF ANTIGO Ward 8",373,182,184,3,1,,1,0,0,0,0,2
,"CITY OF ANTIGO Ward 9",460,224,227,1,4,,0,0,2,0,0,2
,"County Totals:","10,519","5,816","4,573",26,49,,2,3,22,0,0,28
"LINCOLN ","TOWN OF BIRCH WARD 1",243,126,116,0,1,,0,0,0,0,0,0
,"TOWN OF BRADLEY WARDS 1-5","1,543",745,783,2,10,,0,0,2,0,0,1
,"TOWN OF CORNING WARDS 1-2",446,237,205,3,1,,0,0,0,0,0,0
,"TOWN OF HARDING WARD 1",237,126,110,0,0,,0,0,1,0,0,0
,"TOWN OF HARRISON Ward 1- 3",544,291,248,0,2,,0,0,0,0,0,3
,"TOWN OF KING WARDS 1-2",596,300,290,0,5,,0,0,1,0,0,0
,"TOWN OF MERRILL WARDS 1-7","1,638",876,746,3,6,,0,0,4,0,0,3
,"TOWN OF PINE RIVER WARDS 1-3","1,113",620,479,1,7,,0,0,1,0,0,5
,"TOWN OF ROCK FALLS WARDS 1-2",377,214,160,3,0,,0,0,0,0,0,0
,"TOWN OF RUSSELL WARD 1",347,171,167,3,3,,0,0,2,0,0,1
,"TOWN OF SCHLEY WARDS 1-2",474,260,211,1,2,,0,0,0,0,0,0
,"TOWN OF SCOTT WARDS 1-2",809,457,339,4,6,,0,0,2,0,0,1
,"TOWN OF SKANAWAN WARD 1",276,136,135,1,2,,0,1,1,0,0,0
,"TOWN OF SOMO WARD 1",77,35,41,0,0,,0,0,1,0,0,0
,"TOWN OF TOMAHAWK WARD 1",257,125,129,0,1,,0,0,2,0,0,0
,"TOWN OF WILSON WARD 1",201,92,108,0,0,,0,0,1,0,0,0
,"CITY OF MERRILL Wards 1-2",565,254,305,0,3,,0,0,0,0,0,3
,"CITY OF MERRILL Wards 3-4",586,266,313,0,3,,0,0,0,0,0,4
,"CITY OF MERRILL Wards 5-7",486,194,282,3,2,,0,0,2,0,0,3
,"CITY OF MERRILL Wards 8-9",534,238,280,4,6,,0,0,3,0,0,3
,"CITY OF MERRILL Wards 10-12",547,228,309,1,5,,1,0,1,0,0,2
,"CITY OF MERRILL Wards 13-14",589,264,315,1,4,,0,1,3,0,0,1
,"CITY OF MERRILL Wards 15-17",589,257,322,1,7,,0,1,1,0,0,0
,"CITY OF MERRILL Wards 18-19",483,199,280,2,1,,0,0,1,0,0,0
,"CITY OF TOMAHAWK WARD 1-2",496,192,293,2,8,,0,0,1,0,0,0
,"CITY OF TOMAHAWK WARD 3-4",607,278,323,0,3,,0,0,2,0,0,1
,"CITY OF TOMAHAWK WARD 5-6",556,274,274,2,2,,0,0,3,0,0,1
,"County Totals:","15,216","7,455","7,563",37,90,,1,3,35,0,0,32
