city,county,totalvote16,REP16,DEM16,CON16,LIB16,hidden16,WGR16,IND16,SCATTERING16,totalvote12,REP12,DEM12,CON12,IND12,hidden12,SCATTERING12
TOWN OF GEORGETOWN,PRICE,87,66,19,0,0,0,2,0,0,90,46,42,0,2,0,0
TOWN OF HACKETT,PRICE,116,74,37,0,0,0,2,3,0,114,63,49,1,1,0,0
TOWN OF HARMONY,PRICE,134,88,39,0,6,0,1,0,0,139,75,63,0,1,0,0
TOWN OF HILL,PRICE,200,142,48,1,6,0,3,0,0,181,117,60,0,4,0,0
TOWN OF KENNAN,PRICE,168,104,57,2,3,0,1,1,0,176,80,94,0,2,0,0
TOWN OF KNOX,PRICE,166,94,64,2,4,0,0,2,0,179,73,102,0,4,0,0
TOWN OF LAKE,PRICE,658,376,263,3,10,0,6,0,0,694,297,383,3,7,0,0
TOWN OF OGEMA,PRICE,413,292,105,1,11,0,1,3,0,381,208,171,0,2,0,0
TOWN OF PRENTICE,PRICE,236,163,60,1,8,0,4,0,0,237,135,100,0,1,0,0
TOWN OF SPIRIT,PRICE,178,122,43,2,6,0,2,3,0,180,112,62,0,4,0,0
TOWN OF WORCESTER,PRICE,991,634,322,7,19,0,9,0,0,1021,566,443,3,7,0,0
VILLAGE OF CATAWBA,PRICE,56,30,24,0,2,0,0,0,0,59,25,34,0,0,0,0
VILLAGE OF KENNAN,PRICE,64,38,23,0,2,0,1,0,0,65,26,38,0,1,0,0
VILLAGE OF PRENTICE,PRICE,276,177,82,0,13,0,2,2,0,304,158,137,1,5,0,0
CITY OF PARK FALLS,PRICE,1061,545,469,6,27,0,12,2,0,1185,487,680,2,14,0,0
CITY OF PHILLIPS,PRICE,621,329,260,3,16,0,11,2,0,685,291,383,2,7,0,0
TOWN OF BURLINGTON,RACINE,3421,2195,1059,15,113,0,28,11,0,3588,2261,1299,5,19,0,0
TOWN OF DOVER,RACINE,1959,1332,524,5,69,0,13,16,0,2024,1270,733,6,13,0,0
TOWN OF NORWAY,RACINE,4760,3453,1141,14,114,0,20,18,0,4914,3511,1384,2,16,0,0
TOWN OF RAYMOND,RACINE,2418,1628,671,8,87,0,10,14,0,2449,1587,837,1,22,0,0
TOWN OF WATERFORD,RACINE,3716,2655,914,12,106,0,23,6,0,3900,2788,1068,9,30,0,0
TOWN OF YORKVILLE,RACINE,1799,1180,525,10,65,0,5,14,0,1895,1199,681,6,8,0,0
VILLAGE OF CALEDONIA,RACINE,14635,8076,5768,57,501,0,138,95,0,15341,8528,6666,13,107,0,0
VILLAGE OF ELMWOOD PARK,RACINE,310,147,150,0,10,0,2,1,0,337,161,172,0,2,0,0
VILLAGE OF MOUNT PLEASANT,RACINE,14831,7291,6784,66,493,0,94,103,0,15998,8019,7843,22,101,0,0
VILLAGE OF NORTH BAY,RACINE,153,63,78,0,7,0,1,4,0,174,90,80,0,3,0,0
VILLAGE OF ROCHESTER,RACINE,2215,1527,588,3,79,0,9,9,0,2222,1499,706,5,11,0,0
VILLAGE OF STURTEVANT,RACINE,2679,1374,1142,9,100,0,34,20,0,2890,1425,1425,8,28,0,0
VILLAGE OF UNION GROVE,RACINE,2360,1475,714,18,130,0,22,1,0,2538,1571,928,7,26,0,0
VILLAGE OF WATERFORD,RACINE,2893,1873,880,9,107,0,10,14,0,2969,1848,1103,1,14,0,0
VILLAGE OF WIND POINT,RACINE,1183,582,551,3,34,0,4,9,0,1254,726,517,1,6,0,0
CITY OF BURLINGTON,RACINE,5207,2875,2005,30,214,0,48,35,0,5359,3002,2311,7,31,0,0
CITY OF RACINE,RACINE,29763,8955,19147,109,1024,0,372,156,0,35512,9862,25255,60,305,0,0
TOWN OF AKAN,RICHLAND,214,117,87,0,8,0,1,0,1,226,100,113,2,11,0,0
TOWN OF BLOOM,RICHLAND,239,116,95,1,14,0,6,4,3,229,107,115,2,4,0,0
TOWN OF BUENA VISTA,RICHLAND,764,416,317,3,16,0,7,1,4,805,334,464,1,6,0,0
TOWN OF DAYTON,RICHLAND,336,177,135,2,13,0,3,0,6,341,163,174,0,3,0,0
TOWN OF EAGLE,RICHLAND,230,138,81,0,5,0,6,0,0,261,128,128,1,3,0,0
TOWN OF FOREST,RICHLAND,185,89,83,2,5,0,5,0,1,176,79,92,2,3,0,0
TOWN OF HENRIETTA,RICHLAND,242,110,121,0,7,0,4,0,0,268,89,175,0,4,0,0
TOWN OF ITHACA,RICHLAND,314,158,136,2,12,0,4,1,1,317,137,177,1,2,0,0
TOWN OF MARSHALL,RICHLAND,298,174,104,1,6,0,8,2,3,319,175,140,0,4,0,0
TOWN OF ORION,RICHLAND,275,141,121,1,6,0,4,1,1,262,121,140,0,1,0,0
TOWN OF RICHLAND,RICHLAND,654,373,243,2,19,0,3,6,8,694,342,343,2,4,0,0
TOWN OF RICHWOOD,RICHLAND,243,109,122,4,6,0,2,0,0,251,86,162,0,3,0,0
TOWN OF ROCKBRIDGE,RICHLAND,373,182,165,1,13,0,6,2,4,402,162,238,1,1,0,0
TOWN OF SYLVAN,RICHLAND,205,116,81,0,4,0,3,0,1,235,105,124,1,5,0,0
TOWN OF WESTFORD,RICHLAND,260,133,118,0,6,0,1,1,1,270,92,170,0,7,0,0
TOWN OF WILLOW,RICHLAND,239,122,103,0,6,0,2,5,1,264,117,145,1,1,0,0
VILLAGE OF BOAZ,RICHLAND,61,23,33,2,2,0,1,0,0,66,11,55,0,0,0,0
VILLAGE OF CAZENOVIA,RICHLAND,154,68,75,0,7,0,2,0,2,158,40,114,0,3,0,0
VILLAGE OF LONE ROCK,RICHLAND,375,166,181,1,16,0,7,0,4,392,116,273,0,3,0,0
VILLAGE OF VIOLA,RICHLAND,179,71,95,1,8,0,4,0,0,192,68,122,1,0,0,0
VILLAGE OF YUBA,RICHLAND,33,15,16,1,1,0,0,0,0,39,15,24,0,0,0,0
CITY OF RICHLAND CENTER,RICHLAND,2196,999,1057,9,63,0,32,17,19,2488,986,1481,5,14,0,0
TOWN OF AVON,ROCK,332,204,116,0,10,0,1,0,1,342,159,181,0,2,0,0
TOWN OF BELOIT,ROCK,4112,2063,1783,22,153,0,48,10,33,4185,1884,2263,7,26,0,0
TOWN OF BRADFORD,ROCK,528,304,187,4,26,0,2,0,5,546,325,217,2,2,0,0
TOWN OF CENTER,ROCK,645,293,299,5,32,0,5,4,7,660,250,400,5,5,0,0
TOWN OF CLINTON,ROCK,469,284,145,2,29,0,4,2,3,528,339,181,1,7,0,0
TOWN OF FULTON,ROCK,1962,926,908,10,76,0,13,7,22,2015,851,1139,7,14,0,0
TOWN OF HARMONY,ROCK,1546,753,717,11,44,0,11,0,10,1552,742,798,1,9,0,0
TOWN OF JANESVILLE,ROCK,2224,1041,1036,8,92,0,8,13,26,2181,1003,1156,1,15,0,0
TOWN OF JOHNSTOWN,ROCK,468,251,192,1,20,0,2,0,2,456,210,242,2,1,0,0
TOWN OF LA PRAIRIE,ROCK,469,255,185,5,16,0,3,2,3,505,261,237,0,7,0,0
TOWN OF LIMA,ROCK,625,325,252,2,27,0,9,4,6,658,307,342,1,5,0,0
TOWN OF MAGNOLIA,ROCK,400,184,188,2,14,0,1,4,7,428,155,269,0,3,0,0
TOWN OF MILTON,ROCK,1676,843,721,9,62,0,15,3,23,1676,708,949,2,15,0,0
TOWN OF NEWARK,ROCK,877,524,317,4,26,0,3,1,2,925,498,417,5,3,0,0
TOWN OF PLYMOUTH,ROCK,690,391,250,1,35,0,6,2,5,683,307,369,4,2,0,0
TOWN OF PORTER,ROCK,600,234,350,3,8,0,3,0,2,631,230,393,2,5,0,0
TOWN OF ROCK,ROCK,1425,663,641,7,68,0,25,13,8,1504,594,898,5,7,0,0
TOWN OF SPRING VALLEY,ROCK,414,224,163,0,14,0,3,2,8,413,206,202,0,3,0,0
TOWN OF TURTLE,ROCK,1423,814,526,8,42,0,11,10,12,1475,824,628,7,11,0,0
TOWN OF UNION,ROCK,1098,426,612,10,32,0,9,2,7,1150,428,705,3,12,0,0
VILLAGE OF CLINTON,ROCK,997,527,361,3,67,0,13,8,18,1012,492,495,10,11,0,0
VILLAGE OF FOOTVILLE,ROCK,406,199,180,1,16,0,3,2,5,414,156,252,1,4,0,0
VILLAGE OF ORFORDVILLE,ROCK,658,294,323,4,21,0,8,2,6,706,261,439,1,5,0,0
CITY OF BELOIT,ROCK,13534,4732,7926,65,445,0,193,29,144,15151,4539,10419,31,129,0,0
CITY OF BRODHEAD,ROCK,31,13,14,0,4,0,0,0,0,29,16,13,0,0,0,0
CITY OF EDGERTON,ROCK,2748,918,1635,10,110,0,30,18,27,2836,826,1963,8,34,0,0
CITY OF EVANSVILLE,ROCK,2791,907,1701,14,95,0,41,10,23,2734,859,1833,3,36,0,0
CITY OF JANESVILLE,ROCK,29995,11668,16146,156,1150,0,383,106,386,32314,11902,20069,55,234,0,0
CITY OF MILTON,ROCK,2931,1233,1465,18,125,0,32,22,36,2981,1185,1750,6,38,0,0
TOWN OF ATLANTA,RUSK,325,221,82,3,13,0,5,0,1,312,164,142,1,4,0,0
TOWN OF BIG BEND,RUSK,265,167,90,1,6,0,1,0,0,261,126,132,0,2,0,0
TOWN OF BIG FALLS,RUSK,81,51,26,1,3,0,0,0,0,84,47,34,0,3,0,0
TOWN OF CEDAR RAPIDS,RUSK,26,19,7,0,0,0,0,0,0,24,14,8,0,2,0,0
TOWN OF DEWEY,RUSK,300,198,79,2,18,0,3,0,0,303,193,108,1,0,0,0
TOWN OF FLAMBEAU,RUSK,530,363,150,1,9,0,5,0,2,532,291,233,3,5,0,0
TOWN OF GRANT,RUSK,366,236,114,0,13,0,1,1,1,384,201,179,2,2,0,0
TOWN OF GROW,RUSK,210,169,33,0,2,0,4,2,0,219,143,70,2,4,0,0
TOWN OF HAWKINS,RUSK,69,43,21,0,0,0,3,2,0,79,40,38,0,1,0,0
TOWN OF HUBBARD,RUSK,98,69,21,2,4,0,0,2,0,102,50,49,0,2,0,0
TOWN OF LAWRENCE,RUSK,127,90,26,0,6,0,2,2,1,137,81,50,1,5,0,0
TOWN OF MARSHALL,RUSK,203,148,47,1,5,0,1,1,0,211,140,71,0,0,0,0
TOWN OF MURRY,RUSK,127,89,36,0,1,0,1,0,0,128,67,60,0,1,0,0
TOWN OF RICHLAND,RUSK,110,64,39,0,6,0,1,0,0,115,51,60,0,4,0,0
TOWN OF RUSK,RUSK,320,193,113,2,6,0,1,1,4,355,167,183,0,4,0,0
TOWN OF SOUTH FORK,RUSK,69,47,18,0,3,0,1,0,0,72,42,29,0,1,0,0
TOWN OF STRICKLAND,RUSK,167,92,64,0,8,0,3,0,0,141,71,69,0,1,0,0
TOWN OF STUBBS,RUSK,314,202,98,3,3,0,7,0,1,346,156,183,2,4,0,0
TOWN OF THORNAPPLE,RUSK,419,316,90,3,10,0,0,0,0,429,253,166,2,8,0,0
TOWN OF TRUE,RUSK,152,99,46,0,3,0,2,2,0,157,87,69,0,1,0,0
TOWN OF WASHINGTON,RUSK,222,131,80,0,7,0,2,0,2,215,124,90,0,1,0,0
TOWN OF WILKINSON,RUSK,32,21,7,1,1,0,1,0,1,25,15,10,0,0,0,0
TOWN OF WILLARD,RUSK,237,166,67,0,4,0,0,0,0,225,114,109,0,2,0,0
TOWN OF WILSON,RUSK,62,49,12,0,1,0,0,0,0,60,32,25,0,3,0,0
VILLAGE OF BRUCE,RUSK,347,211,121,1,11,0,3,0,0,349,165,181,0,3,0,0
VILLAGE OF CONRATH,RUSK,41,22,15,1,0,0,1,2,0,40,12,28,0,0,0,0
VILLAGE OF GLEN FLORA,RUSK,36,23,11,0,1,0,1,0,0,34,16,16,0,1,0,0
VILLAGE OF HAWKINS,RUSK,150,94,52,1,1,0,1,1,0,145,58,82,1,4,0,0
VILLAGE OF INGRAM,RUSK,32,20,10,1,1,0,0,0,0,42,14,28,0,0,0,0
VILLAGE OF SHELDON,RUSK,98,65,30,0,0,0,0,3,0,96,38,53,2,3,0,0
VILLAGE OF TONY,RUSK,56,38,16,1,1,0,0,0,0,51,23,25,1,1,0,0
VILLAGE OF WEYERHAEUSER,RUSK,105,56,43,1,5,0,0,0,0,101,27,72,0,2,0,0
CITY OF LADYSMITH,RUSK,1392,792,507,18,45,0,13,9,8,1417,654,745,5,10,0,0
TOWN OF BALDWIN,ST. CROIX,544,346,151,4,22,0,7,7,7,568,350,215,1,2,0,0
TOWN OF CADY,ST. CROIX,471,306,131,10,16,0,4,2,2,485,287,186,1,10,0,0
TOWN OF CYLON,ST. CROIX,369,236,108,0,14,0,3,5,3,362,224,133,1,3,0,0
TOWN OF EAU GALLE,ST. CROIX,660,397,210,3,37,0,8,1,4,653,371,271,0,7,0,0
TOWN OF EMERALD,ST. CROIX,410,264,124,0,12,0,5,3,2,412,224,186,0,1,0,0
TOWN OF ERIN PRAIRIE,ST. CROIX,395,240,129,3,10,0,5,3,5,389,240,143,1,5,0,0
TOWN OF FOREST,ST. CROIX,316,220,72,4,11,0,3,5,1,321,195,116,2,7,0,0
TOWN OF GLENWOOD,ST. CROIX,382,262,92,1,15,0,3,3,6,407,251,151,0,5,0,0
TOWN OF HAMMOND,ST. CROIX,1253,834,311,8,78,0,15,5,2,1205,751,433,0,14,0,0
TOWN OF HUDSON,ST. CROIX,5004,2866,1760,17,248,0,36,27,50,4947,3011,1866,5,46,0,0
TOWN OF KINNICKINNIC,ST. CROIX,1059,561,419,0,48,0,15,11,5,1067,585,464,3,9,0,0
TOWN OF PLEASANT VALLEY,ST. CROIX,274,146,110,3,10,0,2,2,1,283,163,114,1,5,0,0
TOWN OF RICHMOND,ST. CROIX,1902,1150,575,10,117,0,28,7,15,1757,1010,719,3,18,0,0
TOWN OF RUSH RIVER,ST. CROIX,291,162,101,2,16,0,3,2,5,313,159,150,1,2,0,0
TOWN OF ST. JOSEPH,ST. CROIX,2452,1375,908,5,110,0,24,15,15,2344,1361,939,6,32,0,0
TOWN OF SOMERSET,ST. CROIX,2343,1484,709,15,99,0,18,3,15,2230,1393,799,4,28,0,0
TOWN OF SPRINGFIELD,ST. CROIX,503,317,148,8,21,0,4,2,3,488,244,221,2,14,0,0
TOWN OF STANTON,ST. CROIX,508,303,172,0,21,0,4,3,5,513,291,216,1,5,0,0
TOWN OF STAR PRAIRIE,ST. CROIX,1912,1214,572,15,82,0,16,4,9,1897,1112,740,3,36,0,0
TOWN OF TROY,ST. CROIX,3229,1779,1219,19,137,0,22,14,39,2933,1729,1166,6,28,0,0
TOWN OF WARREN,ST. CROIX,993,633,294,4,39,0,8,12,3,955,567,370,2,15,0,0
VILLAGE OF BALDWIN,ST. CROIX,1921,1052,698,7,125,0,12,20,7,1769,927,809,3,24,0,0
VILLAGE OF DEER PARK,ST. CROIX,112,82,21,0,8,0,0,1,0,113,73,37,1,2,0,0
VILLAGE OF HAMMOND,ST. CROIX,922,481,341,6,64,0,18,4,8,896,433,445,1,15,0,0
VILLAGE OF NORTH HUDSON,ST. CROIX,2223,1108,930,14,99,0,26,14,32,2255,1238,991,1,22,0,0
VILLAGE OF ROBERTS,ST. CROIX,818,422,322,7,49,0,10,3,5,856,430,413,1,11,0,0
VILLAGE OF SOMERSET,ST. CROIX,1163,704,362,9,62,0,15,3,8,1131,605,509,2,12,0,0
VILLAGE OF STAR PRAIRIE,ST. CROIX,319,183,99,2,28,0,7,0,0,316,169,144,0,3,0,0
VILLAGE OF SPRING VALLEY,ST. CROIX,6,6,0,0,0,0,0,0,0,4,2,2,0,0,0,0
VILLAGE OF WILSON,ST. CROIX,97,57,30,0,6,0,1,3,0,116,52,64,0,0,0,0
VILLAGE OF WOODVILLE,ST. CROIX,600,356,193,6,29,0,8,5,3,631,348,267,1,13,0,0
CITY OF GLENWOOD CITY,ST. CROIX,559,338,186,3,15,0,7,7,3,553,274,259,3,12,0,0
CITY OF HUDSON,ST. CROIX,7516,3425,3430,39,387,0,91,57,87,7204,3582,3484,10,106,0,0
CITY OF NEW RICHMOND,ST. CROIX,4054,2097,1627,32,195,0,50,24,29,3972,1992,1905,7,50,0,0
CITY OF RIVER FALLS,ST. CROIX,1928,816,928,11,107,0,32,11,23,1880,860,983,3,26,0,0
TOWN OF BARABOO,SAUK,1048,520,476,1,30,0,13,8,0,1090,470,610,0,6,0,0
TOWN OF BEAR CREEK,SAUK,342,150,174,0,12,0,5,1,0,370,122,243,1,4,0,0
TOWN OF DELLONA,SAUK,892,488,356,2,30,0,11,5,0,860,388,469,0,3,0,0
TOWN OF DELTON,SAUK,1155,597,492,4,38,0,18,6,0,1164,491,666,1,4,0,0
TOWN OF EXCELSIOR,SAUK,913,515,359,5,18,0,13,3,0,944,441,498,1,3,0,0
TOWN OF FAIRFIELD,SAUK,656,333,296,3,15,0,7,2,0,654,247,398,3,5,0,0
TOWN OF FRANKLIN,SAUK,377,173,184,1,17,0,2,0,0,394,163,229,0,2,0,0
TOWN OF FREEDOM,SAUK,259,142,100,2,7,0,7,1,0,272,127,142,1,2,0,0
TOWN OF GREENFIELD,SAUK,575,279,265,2,21,0,8,0,0,594,245,342,1,3,0,0
TOWN OF HONEY CREEK,SAUK,423,192,200,3,13,0,7,8,0,431,173,254,2,2,0,0
TOWN OF IRONTON,SAUK,271,165,85,3,10,0,5,3,0,296,147,143,0,6,0,0
TOWN OF LA VALLE,SAUK,793,460,291,2,25,0,10,5,0,752,362,380,2,6,0,0
TOWN OF MERRIMAC,SAUK,670,323,313,2,24,0,4,4,0,652,307,340,1,4,0,0
TOWN OF PRAIRIE DU SAC,SAUK,646,312,300,1,24,0,6,3,0,663,289,369,0,4,0,0
TOWN OF REEDSBURG,SAUK,659,388,236,2,20,0,7,6,0,663,348,309,0,5,0,0
TOWN OF SPRING GREEN,SAUK,993,451,493,4,28,0,13,4,0,986,363,611,2,10,0,0
TOWN OF SUMPTER,SAUK,382,184,170,3,15,0,8,2,0,416,165,248,0,2,0,0
TOWN OF TROY,SAUK,451,235,190,2,16,0,4,4,0,451,202,246,1,2,0,0
TOWN OF WASHINGTON,SAUK,371,212,139,2,16,0,0,2,0,388,183,200,1,3,0,0
TOWN OF WESTFIELD,SAUK,285,171,95,4,13,0,0,2,0,316,169,145,0,1,0,0
TOWN OF WINFIELD,SAUK,497,282,183,7,15,0,5,5,0,493,236,255,0,1,0,0
TOWN OF WOODLAND,SAUK,356,207,135,2,6,0,5,1,0,352,176,171,0,3,0,0
VILLAGE OF CAZENOVIA,SAUK,7,3,3,0,1,0,0,0,0,9,3,6,0,0,0,0
VILLAGE OF IRONTON,SAUK,99,61,32,1,4,0,1,0,0,111,39,69,0,3,0,0
VILLAGE OF LAKE DELTON,SAUK,1166,568,537,7,29,0,14,11,0,1224,462,745,0,16,0,0
VILLAGE OF LAVALLE,SAUK,174,102,60,0,10,0,1,1,0,176,68,105,1,2,0,0
VILLAGE OF LIME RIDGE,SAUK,89,48,37,0,3,0,0,1,0,87,28,58,0,1,0,0
VILLAGE OF LOGANVILLE,SAUK,151,88,46,1,8,0,5,3,0,134,49,82,0,3,0,0
VILLAGE OF MERRIMAC,SAUK,280,147,118,2,9,0,3,1,0,260,127,129,0,3,0,0
VILLAGE OF NORTH FREEDOM,SAUK,283,159,98,2,12,0,6,6,0,305,101,201,1,2,0,0
VILLAGE OF PLAIN,SAUK,402,207,180,3,8,0,3,1,0,457,245,211,0,1,0,0
VILLAGE OF PRAIRIE DU SAC,SAUK,2292,820,1324,14,91,0,28,15,0,2272,767,1486,1,13,0,0
VILLAGE OF ROCK SPRINGS,SAUK,169,101,49,2,15,0,1,1,0,170,80,87,1,2,0,0
VILLAGE OF SAUK CITY,SAUK,1847,646,1094,8,63,0,27,9,0,1886,593,1262,3,21,0,0
VILLAGE OF SPRING GREEN,SAUK,899,271,573,1,33,0,12,9,0,934,322,601,1,7,0,0
VILLAGE OF WEST BARABOO,SAUK,685,325,312,4,25,0,16,3,0,672,234,426,0,7,0,0
CITY OF BARABOO,SAUK,5643,2361,2900,26,217,0,96,43,0,5846,2151,3621,5,60,0,0
CITY OF REEDSBURG,SAUK,4068,2071,1757,18,156,0,50,16,0,4120,1723,2350,4,30,0,0
CITY OF WISCONSIN DELLS,SAUK,89,42,38,0,6,0,3,0,0,63,32,29,0,2,0,0
TOWN OF BASS LAKE,SAWYER,1291,560,659,2,22,0,20,2,26,1257,467,778,0,11,0,0
TOWN OF COUDERAY,SAWYER,151,73,71,1,4,0,2,0,0,154,53,101,0,0,0,0
TOWN OF DRAPER,SAWYER,144,86,50,1,5,0,0,0,2,137,67,65,3,2,0,0
TOWN OF EDGEWATER,SAWYER,337,227,95,1,12,0,1,0,1,344,197,144,0,3,0,0
TOWN OF HAYWARD,SAWYER,1743,975,674,5,39,0,28,0,22,1688,857,820,4,6,0,0
TOWN OF HUNTER,SAWYER,398,197,186,2,5,0,5,0,3,407,184,220,0,3,0,0
TOWN OF LENROOT,SAWYER,837,492,299,4,21,0,8,1,12,814,454,354,2,3,0,0
TOWN OF MEADOWBROOK,SAWYER,79,65,12,0,2,0,0,0,0,81,56,25,0,0,0,0
TOWN OF METEOR,SAWYER,85,55,25,0,2,0,1,1,1,91,52,35,2,2,0,0
TOWN OF OJIBWA,SAWYER,168,113,51,1,2,0,1,0,0,139,75,62,1,1,0,0
TOWN OF RADISSON,SAWYER,232,152,64,3,7,0,3,2,1,219,116,96,1,6,0,0
TOWN OF ROUND LAKE,SAWYER,665,403,243,1,13,0,2,1,2,694,390,298,0,4,0,0
TOWN OF SAND LAKE,SAWYER,534,304,205,2,12,0,7,0,4,548,271,271,1,4,0,0
TOWN OF SPIDER LAKE,SAWYER,289,174,108,0,4,0,1,0,2,278,147,130,0,0,0,0
TOWN OF WEIRGOR,SAWYER,199,144,45,1,8,0,1,0,0,181,104,73,2,2,0,0
TOWN OF WINTER,SAWYER,594,393,188,1,8,0,1,0,3,597,318,274,0,5,0,0
VILLAGE OF COUDERAY,SAWYER,50,22,26,0,1,0,1,0,0,48,16,30,0,2,0,0
VILLAGE OF EXELAND,SAWYER,89,51,32,1,3,0,1,1,0,89,41,47,0,1,0,0
VILLAGE OF RADISSON,SAWYER,84,50,30,0,1,0,2,0,1,102,41,58,0,1,0,0
VILLAGE OF WINTER,SAWYER,144,91,47,0,2,0,4,0,0,137,59,71,4,3,0,0
CITY OF HAYWARD,SAWYER,1024,558,393,2,37,0,10,5,19,1020,477,534,0,8,0,0
TOWN OF ALMON,SHAWANO,284,194,81,0,7,0,1,1,0,278,143,135,0,0,0,0
TOWN OF ANGELICA,SHAWANO,952,686,221,6,27,0,4,8,0,989,571,399,4,12,0,0
TOWN OF ANIWA,SHAWANO,257,170,74,0,9,0,2,2,0,266,173,92,0,1,0,0
TOWN OF BARTELME,SHAWANO,319,72,221,3,6,0,16,1,0,352,53,296,0,3,0,0
TOWN OF BELLE PLAINE,SHAWANO,980,658,272,6,37,0,2,5,0,993,593,392,0,5,0,0
TOWN OF BIRNAMWOOD,SHAWANO,353,214,125,2,8,0,4,0,0,353,189,163,1,0,0,0
TOWN OF FAIRBANKS,SHAWANO,316,243,56,1,13,0,3,0,0,328,220,105,0,2,0,0
TOWN OF GERMANIA,SHAWANO,186,110,70,0,3,0,2,1,0,179,80,98,0,1,0,0
TOWN OF GRANT,SHAWANO,479,363,97,4,10,0,5,0,0,517,328,181,1,5,0,0
TOWN OF GREEN VALLEY,SHAWANO,529,369,133,4,19,0,3,1,0,513,288,215,4,6,0,0
TOWN OF HARTLAND,SHAWANO,392,311,59,0,19,0,0,3,0,369,265,102,0,1,0,0
TOWN OF HERMAN,SHAWANO,383,268,93,4,7,0,3,8,0,399,232,164,0,1,0,0
TOWN OF HUTCHINS,SHAWANO,281,203,63,4,10,0,1,0,0,301,190,109,0,2,0,0
TOWN OF LESSOR,SHAWANO,659,490,141,3,21,0,0,4,0,637,393,231,0,13,0,0
TOWN OF MAPLE GROVE,SHAWANO,483,320,147,2,11,0,3,0,0,512,288,218,1,4,0,0
TOWN OF MORRIS,SHAWANO,220,131,79,3,6,0,1,0,0,235,131,98,3,3,0,0
TOWN OF NAVARINO,SHAWANO,237,162,65,0,5,0,1,4,0,244,144,98,0,2,0,0
TOWN OF PELLA,SHAWANO,495,378,98,0,14,0,2,3,0,477,295,178,0,4,0,0
TOWN OF RED SPRINGS,SHAWANO,435,190,219,3,12,0,9,2,0,464,166,296,0,2,0,0
TOWN OF RICHMOND,SHAWANO,1034,740,257,5,26,0,6,0,0,1050,662,383,2,2,0,0
TOWN OF SENECA,SHAWANO,279,176,88,3,9,0,3,0,0,298,163,128,0,6,0,0
TOWN OF WASHINGTON,SHAWANO,989,669,282,9,17,0,7,5,0,1013,588,414,2,6,0,0
TOWN OF WAUKECHON,SHAWANO,535,388,109,0,29,0,5,4,0,531,314,203,0,13,0,0
TOWN OF WESCOTT,SHAWANO,1702,1107,532,5,45,0,10,3,0,1701,901,781,1,15,0,0
TOWN OF WITTENBERG,SHAWANO,450,298,135,3,11,0,3,0,0,453,262,184,3,4,0,0
VILLAGE OF ANIWA,SHAWANO,103,63,31,2,6,0,1,0,0,118,63,54,1,0,0,0
VILLAGE OF BIRNAMWOOD,SHAWANO,314,182,117,0,10,0,5,0,0,330,164,158,0,8,0,0
VILLAGE OF BONDUEL,SHAWANO,701,496,168,4,26,0,4,3,0,686,429,242,3,11,0,0
VILLAGE OF BOWLER,SHAWANO,120,74,37,0,3,0,5,1,0,128,52,76,0,0,0,0
VILLAGE OF CECIL,SHAWANO,318,214,91,1,11,0,0,1,0,301,182,116,2,1,0,0
VILLAGE OF ELAND,SHAWANO,108,47,58,0,2,0,1,0,0,127,44,83,0,0,0,0
VILLAGE OF GRESHAM,SHAWANO,245,121,105,0,9,0,10,0,0,272,122,146,1,2,0,0
VILLAGE OF MATTOON,SHAWANO,148,99,45,1,2,0,1,0,0,163,82,78,0,3,0,0
VILLAGE OF PULASKI,SHAWANO,67,42,18,1,5,0,1,0,0,68,39,29,0,0,0,0
VILLAGE OF TIGERTON,SHAWANO,355,230,113,2,7,0,2,1,0,335,174,158,0,3,0,0
VILLAGE OF WITTENBERG,SHAWANO,399,205,167,3,17,0,5,2,0,390,179,206,3,2,0,0
CITY OF MARION,SHAWANO,5,3,2,0,0,0,0,0,0,7,3,4,0,0,0,0
CITY OF SHAWANO,SHAWANO,3698,2083,1399,24,134,0,42,16,0,3902,1857,1987,8,38,0,0
TOWN OF GREENBUSH,SHEBOYGAN,908,564,292,4,31,0,3,3,11,925,565,357,0,3,0,0
TOWN OF HERMAN,SHEBOYGAN,1063,679,320,8,37,0,6,5,8,1125,660,450,2,12,0,0
TOWN OF HOLLAND,SHEBOYGAN,1503,1084,306,13,49,0,12,9,30,1515,1151,354,0,9,0,0
TOWN OF LIMA,SHEBOYGAN,1751,1223,412,14,61,0,8,24,9,1817,1321,475,4,15,0,0
TOWN OF LYNDON,SHEBOYGAN,917,621,234,4,37,0,12,4,5,952,639,303,4,5,0,0
TOWN OF MITCHELL,SHEBOYGAN,716,496,181,4,21,0,11,0,3,773,507,259,0,7,0,0
TOWN OF MOSEL,SHEBOYGAN,482,290,153,4,21,0,7,3,4,509,298,206,1,4,0,0
TOWN OF PLYMOUTH,SHEBOYGAN,1903,1180,590,13,66,0,20,18,16,1978,1212,753,4,9,0,0
TOWN OF RHINE,SHEBOYGAN,1433,870,499,8,22,0,5,17,12,1428,836,577,3,12,0,0
TOWN OF RUSSELL,SHEBOYGAN,206,152,45,2,5,0,0,1,1,222,158,61,0,3,0,0
TOWN OF SCOTT,SHEBOYGAN,1077,818,208,4,24,0,3,12,8,1081,798,274,0,9,0,0
TOWN OF SHEBOYGAN,SHEBOYGAN,4626,2475,1852,26,176,0,37,22,38,4613,2574,2002,6,31,0,0
TOWN OF SHEBOYGAN FALLS,SHEBOYGAN,1020,682,278,8,35,0,5,6,6,1041,651,380,1,9,0,0
