county_city_key,totalvote16,REP16,DEM16,CON16,LIB16,hidden16,WGR16,IND16,SCATTERING16,totalvote12,REP12,DEM12,CON12,IND12,hidden12,SCATTERING12,scanner,voting_machine
ST. CROIX___TOWN OF FOREST,316,220,72,4,11,0,3,5,1,321,195,116,2,7,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___TOWN OF GLENWOOD,382,262,92,1,15,0,3,3,6,407,251,151,0,5,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___TOWN OF HAMMOND,1253,834,311,8,78,0,15,5,2,1205,751,433,0,14,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___TOWN OF HUDSON,5004,2866,1760,17,248,0,36,27,50,4947,3011,1866,5,46,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___TOWN OF KINNICKINNIC,1059,561,419,0,48,0,15,11,5,1067,585,464,3,9,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___TOWN OF PLEASANT VALLEY,274,146,110,3,10,0,2,2,1,283,163,114,1,5,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___TOWN OF RICHMOND,1902,1150,575,10,117,0,28,7,15,1757,1010,719,3,18,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___TOWN OF RUSH RIVER,291,162,101,2,16,0,3,2,5,313,159,150,1,2,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___TOWN OF ST. JOSEPH,2452,1375,908,5,110,0,24,15,15,2344,1361,939,6,32,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___TOWN OF SOMERSET,2343,1484,709,15,99,0,18,3,15,2230,1393,799,4,28,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___TOWN OF SPRINGFIELD,503,317,148,8,21,0,4,2,3,488,244,221,2,14,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___TOWN OF STANTON,508,303,172,0,21,0,4,3,5,513,291,216,1,5,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___TOWN OF STAR PRAIRIE,1912,1214,572,15,82,0,16,4,9,1897,1112,740,3,36,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___TOWN OF TROY,3229,1779,1219,19,137,0,22,14,39,2933,1729,1166,6,28,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___TOWN OF WARREN,993,633,294,4,39,0,8,12,3,955,567,370,2,15,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___VILLAGE OF BALDWIN,1921,1052,698,7,125,0,12,20,7,1769,927,809,3,24,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___VILLAGE OF DEER PARK,112,82,21,0,8,0,0,1,0,113,73,37,1,2,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___VILLAGE OF HAMMOND,922,481,341,6,64,0,18,4,8,896,433,445,1,15,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___VILLAGE OF NORTH HUDSON,2223,1108,930,14,99,0,26,14,32,2255,1238,991,1,22,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___VILLAGE OF ROBERTS,818,422,322,7,49,0,10,3,5,856,430,413,1,11,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___VILLAGE OF SOMERSET,1163,704,362,9,62,0,15,3,8,1131,605,509,2,12,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___VILLAGE OF STAR PRAIRIE,319,183,99,2,28,0,7,0,0,316,169,144,0,3,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___VILLAGE OF WILSON,97,57,30,0,6,0,1,3,0,116,52,64,0,0,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___VILLAGE OF WOODVILLE,600,356,193,6,29,0,8,5,3,631,348,267,1,13,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___CITY OF GLENWOOD CITY,559,338,186,3,15,0,7,7,3,553,274,259,3,12,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___CITY OF HUDSON,7516,3425,3430,39,387,0,91,57,87,7204,3582,3484,10,106,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___CITY OF NEW RICHMOND,4054,2097,1627,32,195,0,50,24,29,3972,1992,1905,7,50,0,0,ES&S DS200,ES&S ExpressVote
ST. CROIX___CITY OF RIVER FALLS,1928,816,928,11,107,0,32,11,23,1880,860,983,3,26,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF BARABOO,1048,520,476,1,30,0,13,8,0,1090,470,610,0,6,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF BEAR CREEK,342,150,174,0,12,0,5,1,0,370,122,243,1,4,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF DELLONA,892,488,356,2,30,0,11,5,0,860,388,469,0,3,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF DELTON,1155,597,492,4,38,0,18,6,0,1164,491,666,1,4,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF EXCELSIOR,913,515,359,5,18,0,13,3,0,944,441,498,1,3,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF FAIRFIELD,656,333,296,3,15,0,7,2,0,654,247,398,3,5,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF FRANKLIN,377,173,184,1,17,0,2,0,0,394,163,229,0,2,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF FREEDOM,259,142,100,2,7,0,7,1,0,272,127,142,1,2,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF GREENFIELD,575,279,265,2,21,0,8,0,0,594,245,342,1,3,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF HONEY CREEK,423,192,200,3,13,0,7,8,0,431,173,254,2,2,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF IRONTON,271,165,85,3,10,0,5,3,0,296,147,143,0,6,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF LA VALLE,793,460,291,2,25,0,10,5,0,752,362,380,2,6,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF MERRIMAC,670,323,313,2,24,0,4,4,0,652,307,340,1,4,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF PRAIRIE DU SAC,646,312,300,1,24,0,6,3,0,663,289,369,0,4,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF REEDSBURG,659,388,236,2,20,0,7,6,0,663,348,309,0,5,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF SPRING GREEN,993,451,493,4,28,0,13,4,0,986,363,611,2,10,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF SUMPTER,382,184,170,3,15,0,8,2,0,416,165,248,0,2,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF TROY,451,235,190,2,16,0,4,4,0,451,202,246,1,2,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF WASHINGTON,371,212,139,2,16,0,0,2,0,388,183,200,1,3,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF WESTFIELD,285,171,95,4,13,0,0,2,0,316,169,145,0,1,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF WINFIELD,497,282,183,7,15,0,5,5,0,493,236,255,0,1,0,0,ES&S DS200,ES&S ExpressVote
SAUK___TOWN OF WOODLAND,356,207,135,2,6,0,5,1,0,352,176,171,0,3,0,0,ES&S DS200,ES&S ExpressVote
SAUK___VILLAGE OF CAZENOVIA,7,3,3,0,1,0,0,0,0,9,3,6,0,0,0,0,ES&S DS200,ES&S ExpressVote
SAUK___VILLAGE OF IRONTON,99,61,32,1,4,0,1,0,0,111,39,69,0,3,0,0,ES&S DS200,ES&S ExpressVote
SAUK___VILLAGE OF LAKE DELTON,1166,568,537,7,29,0,14,11,0,1224,462,745,0,16,0,0,ES&S DS200,ES&S ExpressVote
SAUK___VILLAGE OF LAVALLE,174,102,60,0,10,0,1,1,0,176,68,105,1,2,0,0,ES&S DS200,ES&S ExpressVote
SAUK___VILLAGE OF LIME RIDGE,89,48,37,0,3,0,0,1,0,87,28,58,0,1,0,0,ES&S DS200,ES&S ExpressVote
SAUK___VILLAGE OF LOGANVILLE,151,88,46,1,8,0,5,3,0,134,49,82,0,3,0,0,ES&S DS200,ES&S ExpressVote
SAUK___VILLAGE OF MERRIMAC,280,147,118,2,9,0,3,1,0,260,127,129,0,3,0,0,ES&S DS200,ES&S ExpressVote
SAUK___VILLAGE OF NORTH FREEDOM,283,159,98,2,12,0,6,6,0,305,101,201,1,2,0,0,ES&S DS200,ES&S ExpressVote
SAUK___VILLAGE OF PLAIN,402,207,180,3,8,0,3,1,0,457,245,211,0,1,0,0,ES&S DS200,ES&S ExpressVote
SAUK___VILLAGE OF PRAIRIE DU SAC,2292,820,1324,14,91,0,28,15,0,2272,767,1486,1,13,0,0,ES&S DS200,ES&S ExpressVote
SAUK___VILLAGE OF ROCK SPRINGS,169,101,49,2,15,0,1,1,0,170,80,87,1,2,0,0,ES&S DS200,ES&S ExpressVote
SAUK___VILLAGE OF SAUK CITY,1847,646,1094,8,63,0,27,9,0,1886,593,1262,3,21,0,0,ES&S DS200,ES&S ExpressVote
SAUK___VILLAGE OF SPRING GREEN,899,271,573,1,33,0,12,9,0,934,322,601,1,7,0,0,ES&S DS200,ES&S ExpressVote
SAUK___VILLAGE OF WEST BARABOO,685,325,312,4,25,0,16,3,0,672,234,426,0,7,0,0,ES&S DS200,ES&S ExpressVote
SAUK___CITY OF BARABOO,5643,2361,2900,26,217,0,96,43,0,5846,2151,3621,5,60,0,0,ES&S DS200,ES&S ExpressVote
SAUK___CITY OF REEDSBURG,4068,2071,1757,18,156,0,50,16,0,4120,1723,2350,4,30,0,0,ES&S DS200,ES&S ExpressVote
SAUK___CITY OF WISCONSIN DELLS,89,42,38,0,6,0,3,0,0,63,32,29,0,2,0,0,ES&S DS200,ES&S ExpressVote
SAWYER___TOWN OF BASS LAKE,1291,560,659,2,22,0,20,2,26,1257,467,778,0,11,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF COUDERAY,151,73,71,1,4,0,2,0,0,154,53,101,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF DRAPER,144,86,50,1,5,0,0,0,2,137,67,65,3,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF EDGEWATER,337,227,95,1,12,0,1,0,1,344,197,144,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF HAYWARD,1743,975,674,5,39,0,28,0,22,1688,857,820,4,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF HUNTER,398,197,186,2,5,0,5,0,3,407,184,220,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF LENROOT,837,492,299,4,21,0,8,1,12,814,454,354,2,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF MEADOWBROOK,79,65,12,0,2,0,0,0,0,81,56,25,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF METEOR,85,55,25,0,2,0,1,1,1,91,52,35,2,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF OJIBWA,168,113,51,1,2,0,1,0,0,139,75,62,1,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF RADISSON,232,152,64,3,7,0,3,2,1,219,116,96,1,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF ROUND LAKE,665,403,243,1,13,0,2,1,2,694,390,298,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF SAND LAKE,534,304,205,2,12,0,7,0,4,548,271,271,1,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF SPIDER LAKE,289,174,108,0,4,0,1,0,2,278,147,130,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF WEIRGOR,199,144,45,1,8,0,1,0,0,181,104,73,2,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___TOWN OF WINTER,594,393,188,1,8,0,1,0,3,597,318,274,0,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___VILLAGE OF COUDERAY,50,22,26,0,1,0,1,0,0,48,16,30,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___VILLAGE OF EXELAND,89,51,32,1,3,0,1,1,0,89,41,47,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___VILLAGE OF RADISSON,84,50,30,0,1,0,2,0,1,102,41,58,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___VILLAGE OF WINTER,144,91,47,0,2,0,4,0,0,137,59,71,4,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
SAWYER___CITY OF HAYWARD,1024,558,393,2,37,0,10,5,19,1020,477,534,0,8,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF ALMON,284,194,81,0,7,0,1,1,0,278,143,135,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF ANGELICA,952,686,221,6,27,0,4,8,0,989,571,399,4,12,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF ANIWA,257,170,74,0,9,0,2,2,0,266,173,92,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF BARTELME,319,72,221,3,6,0,16,1,0,352,53,296,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF BELLE PLAINE,980,658,272,6,37,0,2,5,0,993,593,392,0,5,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF BIRNAMWOOD,353,214,125,2,8,0,4,0,0,353,189,163,1,0,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF FAIRBANKS,316,243,56,1,13,0,3,0,0,328,220,105,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF GERMANIA,186,110,70,0,3,0,2,1,0,179,80,98,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF GRANT,479,363,97,4,10,0,5,0,0,517,328,181,1,5,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF GREEN VALLEY,529,369,133,4,19,0,3,1,0,513,288,215,4,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF HARTLAND,392,311,59,0,19,0,0,3,0,369,265,102,0,1,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF HERMAN,383,268,93,4,7,0,3,8,0,399,232,164,0,1,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF HUTCHINS,281,203,63,4,10,0,1,0,0,301,190,109,0,2,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF LESSOR,659,490,141,3,21,0,0,4,0,637,393,231,0,13,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF MAPLE GROVE,483,320,147,2,11,0,3,0,0,512,288,218,1,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF MORRIS,220,131,79,3,6,0,1,0,0,235,131,98,3,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF NAVARINO,237,162,65,0,5,0,1,4,0,244,144,98,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF PELLA,495,378,98,0,14,0,2,3,0,477,295,178,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF RED SPRINGS,435,190,219,3,12,0,9,2,0,464,166,296,0,2,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF RICHMOND,1034,740,257,5,26,0,6,0,0,1050,662,383,2,2,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF SENECA,279,176,88,3,9,0,3,0,0,298,163,128,0,6,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF WASHINGTON,989,669,282,9,17,0,7,5,0,1013,588,414,2,6,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF WAUKECHON,535,388,109,0,29,0,5,4,0,531,314,203,0,13,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF WESCOTT,1702,1107,532,5,45,0,10,3,0,1701,901,781,1,15,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___TOWN OF WITTENBERG,450,298,135,3,11,0,3,0,0,453,262,184,3,4,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___VILLAGE OF ANIWA,103,63,31,2,6,0,1,0,0,118,63,54,1,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___VILLAGE OF BIRNAMWOOD,314,182,117,0,10,0,5,0,0,330,164,158,0,8,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___VILLAGE OF BONDUEL,701,496,168,4,26,0,4,3,0,686,429,242,3,11,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___VILLAGE OF BOWLER,120,74,37,0,3,0,5,1,0,128,52,76,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___VILLAGE OF CECIL,318,214,91,1,11,0,0,1,0,301,182,116,2,1,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___VILLAGE OF ELAND,108,47,58,0,2,0,1,0,0,127,44,83,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___VILLAGE OF GRESHAM,245,121,105,0,9,0,10,0,0,272,122,146,1,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___VILLAGE OF MATTOON,148,99,45,1,2,0,1,0,0,163,82,78,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
SHAWANO___VILLAGE OF TIGERTON,355,230,113,2,7,0,2,1,0,335,174,158,0,3,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___VILLAGE OF WITTENBERG,399,205,167,3,17,0,5,2,0,390,179,206,3,2,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO___CITY OF SHAWANO,3698,2083,1399,24,134,0,42,16,0,3902,1857,1987,8,38,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN___TOWN OF GREENBUSH,908,564,292,4,31,0,3,3,11,925,565,357,0,3,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___TOWN OF HERMAN,1063,679,320,8,37,0,6,5,8,1125,660,450,2,12,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___TOWN OF HOLLAND,1503,1084,306,13,49,0,12,9,30,1515,1151,354,0,9,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___TOWN OF LIMA,1751,1223,412,14,61,0,8,24,9,1817,1321,475,4,15,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___TOWN OF LYNDON,917,621,234,4,37,0,12,4,5,952,639,303,4,5,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___TOWN OF MITCHELL,716,496,181,4,21,0,11,0,3,773,507,259,0,7,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___TOWN OF MOSEL,482,290,153,4,21,0,7,3,4,509,298,206,1,4,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___TOWN OF PLYMOUTH,1903,1180,590,13,66,0,20,18,16,1978,1212,753,4,9,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___TOWN OF RHINE,1433,870,499,8,22,0,5,17,12,1428,836,577,3,12,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___TOWN OF RUSSELL,206,152,45,2,5,0,0,1,1,222,158,61,0,3,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___TOWN OF SCOTT,1077,818,208,4,24,0,3,12,8,1081,798,274,0,9,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___TOWN OF SHEBOYGAN,4626,2475,1852,26,176,0,37,22,38,4613,2574,2002,6,31,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___TOWN OF SHEBOYGAN FALLS,1020,682,278,8,35,0,5,6,6,1041,651,380,1,9,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___TOWN OF SHERMAN,890,649,198,4,24,0,11,1,3,940,674,257,3,6,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___TOWN OF WILSON,2255,1273,859,15,66,0,7,11,24,2312,1364,934,4,10,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___VILLAGE OF ADELL,276,208,51,3,7,0,2,2,3,295,200,85,1,8,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___VILLAGE OF CASCADE,375,245,105,4,14,0,3,1,3,381,237,137,2,2,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___VILLAGE OF CEDAR GROVE,1179,880,204,13,47,0,2,17,16,1210,950,247,1,11,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___VILLAGE OF ELKHART LAKE,701,338,308,4,27,0,12,9,3,679,366,294,2,15,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___VILLAGE OF GLENBEULAH,264,145,96,3,14,0,2,0,4,284,140,144,0,0,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___VILLAGE OF HOWARDS GROVE,1949,1139,679,8,83,0,17,8,15,1946,1144,785,3,12,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___VILLAGE OF KOHLER,1356,726,562,1,32,0,4,13,18,1354,848,502,1,3,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___VILLAGE OF OOSTBURG,1841,1465,240,18,76,0,9,22,11,1855,1515,321,5,11,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___VILLAGE OF RANDOM LAKE,882,593,237,4,32,0,4,1,11,955,667,280,2,6,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___VILLAGE OF WALDO,295,197,72,3,14,0,4,3,2,282,183,97,0,2,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___CITY OF PLYMOUTH,4387,2329,1743,25,189,0,38,35,28,4579,2544,1984,9,40,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___CITY OF SHEBOYGAN,20947,8788,10495,113,953,0,262,128,208,22959,9379,13306,49,218,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
SHEBOYGAN___CITY OF SHEBOYGAN FALLS,4564,2405,1781,34,215,0,41,42,46,4641,2491,2094,9,44,0,0,"Clear Ballot Group, Inc. - Clear Cast/Clear Count","Clear Ballot Group, Inc. - Clear Access"
TAYLOR___TOWN OF AURORA,178,135,39,0,1,0,1,1,1,164,96,65,1,2,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF BROWNING,424,325,73,3,16,0,3,3,1,400,268,125,2,5,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF CHELSEA,376,273,84,3,9,0,0,3,4,379,241,134,0,3,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF CLEVELAND,131,98,21,1,9,0,2,0,0,122,90,31,0,1,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF DEER CREEK,346,277,60,0,7,0,1,0,1,345,224,115,2,2,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF FORD,137,93,37,0,6,0,1,0,0,131,70,60,0,0,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF GOODRICH,277,205,60,1,8,0,1,2,0,266,180,80,1,5,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF GREENWOOD,322,239,73,1,5,0,3,1,0,327,186,132,3,4,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF GROVER,132,103,19,0,5,0,3,2,0,116,80,33,1,2,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF HAMMEL,407,294,94,1,11,0,1,2,4,395,253,135,1,5,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF HOLWAY,269,189,62,4,9,0,3,2,0,273,171,99,0,3,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF JUMP RIVER,139,91,44,0,2,0,2,0,0,129,70,55,1,3,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF LITTLE BLACK,552,382,142,2,18,0,2,4,2,562,325,230,2,5,0,0,ES&S M100,ES&S iVotronic
TAYLOR___TOWN OF MAPLEHURST,168,133,31,0,3,0,0,1,0,173,102,67,0,4,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF MCKINLEY,170,142,24,1,2,0,1,0,0,170,109,54,3,3,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF MEDFORD,1299,932,297,4,48,0,1,3,14,1261,814,434,1,10,0,0,ES&S M100,ES&S iVotronic
TAYLOR___TOWN OF MOLITOR,168,117,47,0,1,0,1,2,0,181,103,76,2,0,0,0,None,ES&S iVotronic
TAYLOR___TOWN OF PERSHING,76,44,30,0,1,0,1,0,0,79,35,43,1,0,0,0,None,ES&S iVotronic
